Filename	Comment	Actual	Predicted
repos/libpng-code/contrib/libtests/pngvalid.c	"Copy a single pixel, of a given size, from one buffer to another -
 * while this is basically bit addressed there is an implicit assumption
 * that pixels 8 or more bits in size are byte aligned and that pixels
 * do not otherwise cross byte boundaries.  (This is, so far as I know,
 * universally true in bitmap computer graphics.  [JCB 20101212])
 *
 * NOTE: The to and from buffers may be the same."	2	2
repos/server_mariadb/extra/readline/readline.c	"Restore the original of this history line, iff the line that we
     are editing was originally in the history, AND the line has changed."	0	1
PLplot/src/plsym.c/plsym.c	"--------------------------------------------------------------------------
void plhrsh2()

Writes the Hershey symbol ""ch"" centred at the physical coordinate (x,y).
--------------------------------------------------------------------------"	1	2
curl/lib/vauth/krb5_sspi.c/krb5_sspi.c	Free our security context	0	0
repos/libpng-code/pngread.c	internal error	1	2
curl/tests/libtest/lib643.c/lib643.c	old	0	0
repos/server_mariadb/extra/readline/keymaps.c	RUBOUT == 127	0	0
repos/libpng-code/contrib/tools/pngcp.c	WRITE_FILTER	0	0
repos/server_mariadb/extra/readline/readline.c	OK, back up the chain.	0	2
PLplot/src/plbox.c/plbox.c	Extra space for superscript	2	2
repos/dealii/source/dofs/dof_tools.cc	sort indices and remove duplicates	1	1
curl/src/tool_getparam.c/tool_getparam.c	read many headers from a file or stdin	2	2
repos/libpng-code/contrib/tools/pngcp.c	PNGCP_TIMING	0	0
curl/lib/file.c/file.c	fix: better error code	2	2
repos/server_mariadb/extra/mariabackup/backup_copy.cc	"***********************************************************************
Copy data file for backup. Also check if it is allowed to copy by
comparing its name to the list of known data file types and checking
if passes the rules for partial backup.
@return true if file backed up or skipped successfully."	2	2
PLplot/src/plvpor.c/plvpor.c	"--------------------------------------------------------------------------
void plvpas()

Creates the largest viewport of the specified aspect ratio that fits
within the specified normalized subpage coordinates.
--------------------------------------------------------------------------"	1	1
repos/server_mariadb/extra/readline/text.c	Transposition	0	0
PLplot/src/plctrl.c/plctrl.c	"At this stage, the following conditions have been met:
min_color < max_color, max_color > MIN_PLFLT_CMAP1, and min_color < MAX_PLFLT_CMAP1."	2	2
repos/server_mariadb/extra/mariabackup/changed_page_bitmap.cc	* A set of bitmap files containing some LSN range	1	1
repos/dealii/source/dofs/dof_handler_policy.cc	check_validity=	0	0
curl/lib/imap.c/imap.c	bchar -> achar -> uchar -> pct-encoded	2	2
repos/server_mariadb/extra/readline/input.c	null wide character	1	1
repos/dealii/source/fe/fe_system.cc	"since dofs for each base are independent, we only have to stack things up
from base element to base element

the problem is that we have to work with two FEs (this and
fe_other). only deal with the case that both are FESystems and that they
both have the same number of bases (counting multiplicity) each of which
match in their number of components. this covers
FESystem(FE_Q(p),1,FE_Q(q),2) vs FESystem(FE_Q(r),2,FE_Q(s),1), but not
FESystem(FE_Q(p),1,FE_Q(q),2) vs
FESystem(FESystem(FE_Q(r),2),1,FE_Q(s),1)"	2	2
curl/lib/rtsp.c/rtsp.c	"As stated in the http comments, it is probably not wise to
       * actually set a custom Content-Length in the headers"	1	1
repos/libpng-code/contrib/libtests/pngstest.c	"Make sure the png_image has been freed - validates that libpng is doing what
 * the spec says and freeing the image."	2	2
curl/lib/asyn-thread.c/asyn-thread.c	This is a dotted IP address 123.123.123.123-style	2	2
repos/dealii/source/fe/fe_enriched.cc	"Give each cell a unique id, which the cellwise_color_predicate_map
can later use to associate a colors of active predicates with
the actual predicate id.

When the grid is refined, material id is inherited to
children cells. So, the cellwise_color_predicate_map stays
relevant."	2	2
curl/lib/http2.c/http2.c	convert to a HTTP1-style header	2	2
curl/tests/server/sockfilt.c/sockfilt.c	"* fullread is a wrapper around the read() function. This will repeat the call
 * to read() until it actually has read the complete number of bytes indicated
 * in nbytes or it fails with a condition that cannot be handled with a simple
 * retry of the read call."	2	2
repos/libpng-code/pngtest.c	Test the 'compatibility' setting here, if it is available.	1	1
repos/dealii/source/fe/fe_dgp_nonparametric.cc	"there are no such constraints for DGPNonparametric
elements at all"	2	2
repos/server_mariadb/extra/readline/history.c	history.c -- standalone history library	0	0
repos/libpng-code/pngrtran.c	GRAY, GRAY ALPHA, RGB, or RGBA with gray background	0	0
repos/dealii/source/fe/fe_raviart_thomas_nodal.cc	"make sure that the row sum of
each of the matrices is 1 at
this point. this must be so
since the shape functions sum up
to 1"	2	2
repos/server_mariadb/extra/readline/complete.c	How many items of MAX length can we fit in the screen window?	2	2
PLplot/src/plbox.c/plbox.c	"Carefully follow logic below for the case where
an inverted major tick mark is written (in the X direction
for a Y axis and vice versa).  Ignore minor tick marks
which are assumed to be smaller."	1	2
repos/dealii/source/dofs/dof_renumbering.cc	first step: figure out which DoF indices to eliminate	2	2
PLplot/src/plfill.c/plfill.c	"Polygon 2 intersects could be anywhere (since
i2 range repeated until get an intersect).
Divide polygon 2 into two polygons with a
common boundary consisting of the first intersect,
range1 points from polygon 1 starting at index
kkstart1 of polygon 1, and the second intersect."	2	2
repos/dealii/source/dofs/dof_tools.cc	"assert that each dof was used at least once. this needs not be
the case if the vector has more than one component"	2	2
repos/server_mariadb/extra/readline/complete.c	Global variables available to applications using readline.	2	2
repos/server_mariadb/extra/readline/readline.c	****************************************************************	0	0
repos/dealii/source/dofs/dof_renumbering.cc	"see if there is anything to do at all or whether we can skip the work on
this processor"	2	2
repos/dealii/source/numerics/derivative_approximation.cc	"*
       * Return the norm of the derivative object. Here, for the (symmetric)
       * tensor of second derivatives, we choose the absolute value of the
       * largest eigenvalue, which is the matrix norm associated to the $l_2$
       * norm of vectors. It is also the largest value of the curvature of the
       * solution."	2	2
repos/server_mariadb/extra/readline/complete.c	"A completion function for usernames.
   TEXT contains a partial username preceded by a random
   character (usually `~')."	2	2
PLplot/src/plfill.c/plfill.c	"Fill intersection of two simple polygons that do no self-intersect,
and which have no duplicate vertices or two consecutive edges that
are parallel.  A further requirement is that both polygons have a
positive orientation (see
http://en.wikipedia.org/wiki/Curve_orientation).  That is, as you
traverse the boundary in index order, the inside area of the
polygon is always on the left.  Finally, the first vertex of
polygon 1 (starting with n1 -1) that is not near the border of
polygon 2 must be outside polygon 2.  N.B. it is the calling
routine's responsibility to insure all those requirements are
satisfied.

Two polygons that do not self intersect must have an even number of
edge crossings between them.  (ignoring vertex intersections which
touch, but do not cross).  fill_intersection_polygon eliminates
those intersection crossings by recursion (calling the same routine
twice again with the second polygon split at a boundary defined by
the first intersection point, all polygon 1 vertices between the
intersections, and the second intersection point).  Once the
recursion has eliminated all crossing edges, fill or not using the
appropriate polygon depending on whether the first and second
polygons are identical or whether one of them is entirely inside
the other of them.  If ifextrapolygon is true, the fill step will
consist of another recursive call to the routine with
ifextrapolygon false, and the second polygon set to an additional
polygon defined by the stream (not yet implemented)."	2	2
repos/dealii/source/dofs/dof_tools_constraints.cc	"artificial cells can at best neighbor ghost cells, but we're not
interested in these interfaces"	1	1
repos/server_mariadb/extra/mariabackup/changed_page_bitmap.cc	!< Handle to opened file	1	2
PLplot/src/plgridd.c/plgridd.c	set by FORALLfacets	2	1
repos/libpng-code/pngpread.c	SAFE, does not exceed 8	0	0
PLplot/src/plcvt.c/plcvt.c	subpage coords to device coords (x)	2	2
repos/server_mariadb/extra/readline/kill.c	"The next two functions mimic unix line editing behaviour, except they
   save the deleted text on the kill ring.  This is safer than not saving
   it, and since we have a ring, nobody should get screwed."	2	2
PLplot/src/plcont.c/plcont.c	Follow and draw a contour	2	2
repos/libpng-code/pngrutil.c	"Check for double byte alignment and, if possible, use a
                * 16-bit copy.  Don't attempt this for narrow images - ones that
                * are less than an interlace panel wide.  Don't attempt it for
                * wide bytes_to_copy either - use the memcpy there."	2	2
repos/libpng-code/pngwrite.c	MNG_FEATURES	0	0
curl/lib/imap.c/imap.c	Does the server support the SASL-IR capability?	2	2
repos/libpng-code/pngtrans.c	Turn on pixel packing	1	2
repos/libpng-code/contrib/libtests/pngvalid.c	Then ensure there is enough space for the output image(s).	2	2
curl/lib/vauth/spnego_sspi.c/spnego_sspi.c	"We finished successfully our part of authentication, but server
     * rejected it (since we're again here). Exit with an error since we
     * can't invent anything better"	2	2
repos/dealii/source/fe/fe_q_base.cc	DoF is on a quad	0	0
repos/libpng-code/contrib/libtests/pngimage.c	WRITE	1	1
PLplot/src/plctrl.c/plctrl.c	low: blue-violet	2	2
repos/dealii/source/fe/fe_nedelec.cc	"this is only implemented, if the
source FE is also a
Nedelec element"	1	1
curl/lib/rtsp.c/rtsp.c	Check to see if there is a range set in the custom headers	1	1
repos/libpng-code/contrib/tools/pngcp.c	"If the entry was active in the previous run dp->stack[sp] is already
    * set up and dp->tsp will be greater than sp, otherwise a new entry
    * needs to be created.
    *
    * dp->nsp is handled this way:
    *
    * 1) When an option is pushed onto the stack dp->nsp and dp->tsp are
    *    both set (by push_opt) to the next stack entry *unless* there is
    *    only one entry in the new list, in which case dp->stack[sp].end
    *    is set.
    *
    * 2) For the top stack entry next_opt is called.  The entry must be
    *    active (dp->stack[sp].end is not set) and either 'nsp' or 'end'
    *    will be updated as appropriate.
    *
    * 3) For lower stack entries nsp is set unless the stack entry is
    *    already at the end.  This means that when all the higher entries
    *    are popped this entry will be too."	2	2
curl/lib/doh.c/doh.c	suspiciously much for us	2	2
repos/dealii/bundled/muparser_v2_2_4/src/muParserInt.cpp	namespace mu	0	0
repos/dealii/source/fe/fe_values.cc	get function values of dofs on this cell	2	2
curl/tests/libtest/lib1541.c/lib1541.c	unused	0	0
repos/dealii/bundled/muparser_v2_2_4/src/muParserBase.cpp	Thats the number of numerical parameters	1	2
repos/libpng-code/contrib/gregbook/readpng.c	"setjmp() must be called in every function that calls a PNG-reading
     * libpng function"	2	2
repos/libpng-code/pngread.c	"The output will now be one or two 8-bit gray or gray+alpha
             * channels.  The more complex case arises when the input has alpha."	2	2
repos/libpng-code/contrib/libtests/pngvalid.c	"Check for end of chunk and end-of-file; don't try to read a new
             * chunk header at this point unless instructed to do so by 'min'."	2	2
