F2	FILES
"It doesn't make sense to assemble sparsity patterns when the
Triangulations are both parallel (i.e., different cells are assigned to
different processors) and unequal: no processor will be responsible for
assembling coupling terms between dofs on a cell owned by one processor
and dofs on a cell owned by a different processor."	repos/dealii/source/dofs/dof_tools_sparsity.cc
TODO: Looks like wasteful memory management here	repos/dealii/source/dofs/dof_tools_sparsity.cc
"get_finest_common_cells returns all cells (locally owned and otherwise)
for shared::Tria, but we don't want to assemble on cells that are not
locally owned so remove them"	repos/dealii/source/dofs/dof_tools_sparsity.cc
"there are only 2 boundary indicators in 1d, so it is no
performance problem to call the other function"	repos/dealii/source/dofs/dof_tools_sparsity.cc
"loop over all faces to check whether they are at a boundary. note
that we need not take special care of single lines (using
@p{cell->has_boundary_lines}), since we do not support boundaries of
dimension dim-2, and so every boundary line is also part of a
boundary face."	repos/dealii/source/dofs/dof_tools_sparsity.cc
make sparsity pattern for this cell	repos/dealii/source/dofs/dof_tools_sparsity.cc
first check left, then right boundary point	repos/dealii/source/dofs/dof_tools_sparsity.cc
if this boundary is not requested, then go on with next one	repos/dealii/source/dofs/dof_tools_sparsity.cc
"find active cell at that boundary: first go to left/right,
then to children"	repos/dealii/source/dofs/dof_tools_sparsity.cc
next get boundary mapped dof indices of boundary dofs	repos/dealii/source/dofs/dof_tools_sparsity.cc
make sparsity pattern for this cell	repos/dealii/source/dofs/dof_tools_sparsity.cc
TODO: QA: reduce the indentation level of this method..., Maier 2012	repos/dealii/source/dofs/dof_tools_sparsity.cc
"If we have a distributed::Triangulation only allow locally_owned
subdomain. Not setting a subdomain is also okay, because we skip
ghost cells in the loop below."	repos/dealii/source/dofs/dof_tools_sparsity.cc
"TODO: in an old implementation, we used user flags before to tag
faces that were already touched. this way, we could reduce the work
a little bit. now, we instead add only data from one side. this
should be OK, but we need to actually verify it."	repos/dealii/source/dofs/dof_tools_sparsity.cc
"In case we work with a distributed sparsity pattern of Trilinos
type, we only have to do the work if the current cell is owned by
the calling processor. Otherwise, just continue."	repos/dealii/source/dofs/dof_tools_sparsity.cc
"make sparsity pattern for this cell. if no constraints pattern
was given, then the following call acts as if simply no
constraints existed"	repos/dealii/source/dofs/dof_tools_sparsity.cc
"in 1d, we do not need to worry whether the neighbor
might have children and then loop over those children.
rather, we may as well go straight to the cell behind
this particular cell's most terminal child"	repos/dealii/source/dofs/dof_tools_sparsity.cc
"only need to add this when the neighbor is not
owned by the current processor, otherwise we add
the entries for the neighbor there"	repos/dealii/source/dofs/dof_tools_sparsity.cc
"Refinement edges are taken care of by coarser
cells"	repos/dealii/source/dofs/dof_tools_sparsity.cc
"only need to add these in case the neighbor cell
is not locally owned - otherwise, we touch each
face twice and hence put the indices the other way
around"	repos/dealii/source/dofs/dof_tools_sparsity.cc
"implementation of the same function in namespace DoFTools for
non-hp DoFHandlers"	repos/dealii/source/dofs/dof_tools_sparsity.cc
"Convert the int_dof_mask to bool_int_dof_mask so we can pass it
to constraints.add_entries_local_to_global()"	repos/dealii/source/dofs/dof_tools_sparsity.cc
make sparsity pattern for this cell	repos/dealii/source/dofs/dof_tools_sparsity.cc
Loop over all interior neighbors	repos/dealii/source/dofs/dof_tools_sparsity.cc
"If the cells are on the same level (and both are
active, locally-owned cells) then only add to the
sparsity pattern if the current cell is 'greater' in
the total ordering."	repos/dealii/source/dofs/dof_tools_sparsity.cc
"If we are more refined then the neighbor, then we
will automatically find the active neighbor cell when
we call 'neighbor (face_n)' above. The opposite is
not true; if the neighbor is more refined then the
call 'neighbor (face_n)' will *not* return an active
cell. Hence, only add things to the sparsity pattern
if (when the levels are different) the neighbor is
coarser than the current cell.

Like above, do not use this optimization if the
neighbor is not locally owned."	repos/dealii/source/dofs/dof_tools_sparsity.cc
(the neighbor is finer)	repos/dealii/source/dofs/dof_tools_sparsity.cc
"implementation of the same function in namespace DoFTools for hp
DoFHandlers"	repos/dealii/source/dofs/dof_tools_sparsity.cc
"while the implementation above is quite optimized and caches a
lot of data (see e.g. the int/flux_dof_mask tables), this is no
longer practical for the hp version since we would have to have
it for all combinations of elements in the hp::FECollection.
consequently, the implementation here is simpler and probably
less efficient but at least readable..."	repos/dealii/source/dofs/dof_tools_sparsity.cc
"note that we also need to set the respective entries if flux_mask
says so. this is necessary since we need to consider all degrees of
freedom on a cell for interior faces."	repos/dealii/source/dofs/dof_tools_sparsity.cc
"Convert int_and_flux_dof_mask to bool_int_and_flux_dof_mask so we
can pass it to constraints.add_entries_local_to_global()"	repos/dealii/source/dofs/dof_tools_sparsity.cc
"make sparsity pattern for this cell also taking into account
the couplings due to face contributions on the same cell"	repos/dealii/source/dofs/dof_tools_sparsity.cc
Loop over interior faces	repos/dealii/source/dofs/dof_tools_sparsity.cc
"Like the non-hp case: If the cells are on the same
level (and both are active, locally-owned cells) then
only add to the sparsity pattern if the current cell
is 'greater' in the total ordering."	repos/dealii/source/dofs/dof_tools_sparsity.cc
"Again, like the non-hp case: If we are more refined
then the neighbor, then we will automatically find
the active neighbor cell when we call 'neighbor
(face)' above. The opposite is not true; if the
neighbor is more refined then the call 'neighbor
(face)' will *not* return an active cell. Hence,
only add things to the sparsity pattern if (when the
levels are different) the neighbor is coarser than
the current cell.

Like above, do not use this optimization if the
neighbor is not locally owned."	repos/dealii/source/dofs/dof_tools_sparsity.cc
(the neighbor is finer)	repos/dealii/source/dofs/dof_tools_sparsity.cc
namespace	repos/dealii/source/dofs/dof_tools_sparsity.cc
namespace internal	repos/dealii/source/dofs/dof_tools_sparsity.cc
"do the error checking and frame code here, and then pass on to more
specialized functions in the internal namespace"	repos/dealii/source/dofs/dof_tools_sparsity.cc
"If we have a distributed::Triangulation only allow locally_owned
subdomain. Not setting a subdomain is also okay, because we skip
ghost cells in the loop below."	repos/dealii/source/dofs/dof_tools_sparsity.cc
end of namespace DoFTools	repos/dealii/source/dofs/dof_tools_sparsity.cc
--------------------------------------------------- explicit instantiations	repos/dealii/source/dofs/dof_tools_sparsity.cc
"This is the program that we use to generate explicit instantiations for a
variety of template arguments. It takes two kinds of input files. The first
is given as arguments on the command line and contains entries of the
following form:
--------------------
REAL_SCALARS    := { double; float}
COMPLEX_SCALARS := { std::complex<double>;
std::complex<float>}
VECTORS := { Vector<double>; Vector<float>}
--------------------

The input file is typically located in share/deal.II/template-arguments in
the build directory and it is built from cmake/config/template-arguments.in
to contain the list of vectors etc. that make sense for the current
configuration. For example, the list of VECTORS is going to contain PETSc
vectors if so configured.

The second input is read from the command line and consists of a sequence
of statements of the following form:
--------------------
for (u,v:VECTORS; z:SCALARS) { f(u, z, const v &); }
--------------------
Here, everything between {...} will be copied as many times as there are
combinations of arguments u,v in the list of substitutions given by
VECTORS. For each copy, the arguments u,v will be replaced by one of these
combinations."	repos/dealii/cmake/scripts/expand_instantiations.cc
Author: Wolfgang Bangerth, 2007	repos/dealii/cmake/scripts/expand_instantiations.cc
"Returns a map from the keys in the expansion lists to the list itself. For
instance, the example above will lead to the entry
get_expansion_lists()[REAL_SCALARS] = (double, float)
in this map, among others"	repos/dealii/cmake/scripts/expand_instantiations.cc
Return whether or not one string starts with a given prefix	repos/dealii/cmake/scripts/expand_instantiations.cc
"replace all occurrences of 'pattern' by 'substitute' in 'in', and
return the result"	repos/dealii/cmake/scripts/expand_instantiations.cc
"extract from the start of #in the part of the string that ends with one
of the characters in #delim_list. The extracted part is deleted from #in
and returned. We skip characters in delim_list if they are preceded by a
backslash"	repos/dealii/cmake/scripts/expand_instantiations.cc
"stop copying to the result if the current character is a
delimiter, but only if the previous character was not a backslash"	repos/dealii/cmake/scripts/expand_instantiations.cc
delete all whitespace at the beginning of the given argument	repos/dealii/cmake/scripts/expand_instantiations.cc
""");"	repos/dealii/cmake/scripts/expand_instantiations.cc
""");
  if (slash_star_comment_begin != std::string::npos)
    {
      const std::string::size_type slash_star_comment_end = line.find("""	repos/dealii/cmake/scripts/expand_instantiations.cc
block	repos/dealii/cmake/scripts/expand_instantiations.cc
"read the whole file specified by the stream given as argument into a string
for simpler parsing, and return it"	repos/dealii/cmake/scripts/expand_instantiations.cc
substitute tabs by spaces	repos/dealii/cmake/scripts/expand_instantiations.cc
substitute multiple spaces by single ones	repos/dealii/cmake/scripts/expand_instantiations.cc
"split a given string assumed to consist of a list of substrings
delimited by a particular character into its components"	repos/dealii/cmake/scripts/expand_instantiations.cc
split the input list	repos/dealii/cmake/scripts/expand_instantiations.cc
return the given list but without empty entries	repos/dealii/cmake/scripts/expand_instantiations.cc
"determine whether a given substring at position #pos and length #length
in the string #text is a real token, i.e. not just part of another word"	repos/dealii/cmake/scripts/expand_instantiations.cc
"substitute all occurrences of #token in #text by #substitute. because a
replacement token could be a templated class like std::complex<double>
and because the token to the substituted may be a template argument
itself, we surround the substitution by a space which shouldn't matter
in C++"	repos/dealii/cmake/scripts/expand_instantiations.cc
"read and parse the expansion lists like
REAL_SCALARS    := { double; float}
as specified at the top of the file and store them in the static
expansion_lists variable"	repos/dealii/cmake/scripts/expand_instantiations.cc
"read the entire file into a string for simpler processing. replace
end-of-line characters by spaces"	repos/dealii/cmake/scripts/expand_instantiations.cc
"assign but remove empty entries; this may happen if an expansion
list ends in a semicolon (then we get an empty entry at the end),
or if there are multiple semicolons after each other (this may
happen if, for example, we have ""Vector<double>; TRILINOS_VECTOR;""
and if TRILINOS_VECTOR is an empty expansion after running
./configure)"	repos/dealii/cmake/scripts/expand_instantiations.cc
"produce all combinations of substitutions of the tokens given in the
#substitutions list in #text and output it to std::cout"	repos/dealii/cmake/scripts/expand_instantiations.cc
"do things recursively: if the list of substitutions has a single
entry, then process all of them. otherwise, process the first in the
list and call the function recursively with the rest of the
substitutions"	repos/dealii/cmake/scripts/expand_instantiations.cc
do the first substitution, then call function recursively	repos/dealii/cmake/scripts/expand_instantiations.cc
do the substitutions	repos/dealii/cmake/scripts/expand_instantiations.cc
"surround each block in the for loop with an if-def hack
that allows us to split instantiation files into several
chunks to be used in different .cc files (to reduce
compiler memory usage).
Just define SPLIT_INSTANTIATIONS_COUNT to a positive number (number
of sections) to split the definitions into and
SPLIT_INSTANTIATIONS_INDEX as a number between 0 and
SPLIT_INSTANTIATIONS_COUNT-1 to get the instantiations of that
particular chunk."	repos/dealii/cmake/scripts/expand_instantiations.cc
"process the list of instantiations given in the form
for (u,v:VECTORS; z:SCALARS) { f(u, z, const v &); }"	repos/dealii/cmake/scripts/expand_instantiations.cc
"process entries of the form
for (X:Y; A:B) { INST }"	repos/dealii/cmake/scripts/expand_instantiations.cc
process the header	repos/dealii/cmake/scripts/expand_instantiations.cc
now read the part in {...}	repos/dealii/cmake/scripts/expand_instantiations.cc
"now produce the substitutions. first replace all occurrences of
""\{"" by ""{"""	repos/dealii/cmake/scripts/expand_instantiations.cc
write header:	repos/dealii/cmake/scripts/expand_instantiations.cc
"This file is automatically generated from corresponding .inst.in, do not edit."""	repos/dealii/cmake/scripts/expand_instantiations.cc
"Make sure SPLIT_INSTANTIATIONS_* is working correctly if the user doesn't
use it. The defaults will not split the instantiations. This logic is
somewhat tricky to get right for two reasons: 1. icc 14 will not allow an
expressition like ""#if !defined(B) || (A % B == C)"" 2. we have .cc files
where more than one .inst is included and splitting is only required in
one of them. So we need to handle the case where _COUNT is undefined but
_INDEX is defined, which might be needed later."	repos/dealii/cmake/scripts/expand_instantiations.cc
"undefine the macro to avoid issues when more than one .inst file is
included in a single .cc"	repos/dealii/cmake/scripts/expand_instantiations.cc
"see whether we want to use *this* mapping objects on *all* cells,
or defer to an explicit Q1 mapping on interior cells. if
degree==1, then we are already that Q1 mapping, so we don't need
it; if dim!=spacedim, there is also no need for anything because
we're most likely on a curved manifold"	repos/dealii/source/fe/mapping_q.cc
"create a Q1 mapping for use on interior cells (if necessary)
or to create a good initial guess in transform_real_to_unit_cell()"	repos/dealii/source/fe/mapping_q.cc
"create a Q_p mapping; if p=1, simply share the Q_1 mapping already
created via the shared_ptr objects"	repos/dealii/source/fe/mapping_q.cc
"Note that we really do have to use clone() here, since mapping.q1_mapping
may be MappingQ1Eulerian and mapping.qp_mapping may be MappingQEulerian."	repos/dealii/source/fe/mapping_q.cc
Same as the other constructor: if possible reuse the Q1 mapping	repos/dealii/source/fe/mapping_q.cc
build the Q1 and Qp internal data objects in parallel	repos/dealii/source/fe/mapping_q.cc
wait for the task above to finish and use returned value	repos/dealii/source/fe/mapping_q.cc
build the Q1 and Qp internal data objects in parallel	repos/dealii/source/fe/mapping_q.cc
wait for the task above to finish and use returned value	repos/dealii/source/fe/mapping_q.cc
build the Q1 and Qp internal data objects in parallel	repos/dealii/source/fe/mapping_q.cc
wait for the task above to finish and use returned value	repos/dealii/source/fe/mapping_q.cc
"Note that the CellSimilarity flag is modifiable, since MappingQ can need to
recalculate data even when cells are similar."	repos/dealii/source/fe/mapping_q.cc
"convert data object to internal data for this class. fails with an
exception if that is not possible"	repos/dealii/source/fe/mapping_q.cc
"check whether this cell needs the full mapping or can be treated by a
reduced Q1 mapping, e.g. if the cell is in the interior of the domain"	repos/dealii/source/fe/mapping_q.cc
"call the base class. we need to ensure that the flag indicating whether
we can use some similarity has to be modified - for a general MappingQ,
the data needs to be recomputed anyway since then the mapping changes the
data. this needs to be known also for later operations, so modify the
variable here. this also affects the calculation of the next cell -- if
we use Q1 data on the next cell, the data will still be invalid."	repos/dealii/source/fe/mapping_q.cc
"depending on the results above, decide whether the Q1 mapping or
the Qp mapping needs to handle this cell"	repos/dealii/source/fe/mapping_q.cc
"convert data object to internal data for this class. fails with an
exception if that is not possible"	repos/dealii/source/fe/mapping_q.cc
"check whether this cell needs the full mapping or can be treated by a
reduced Q1 mapping, e.g. if the cell is entirely in the interior of the
domain. note that it is not sufficient to ask whether the present _face_
is in the interior, as the mapping on the face depends on the mapping of
the cell, which in turn depends on the fact whether _any_ of the faces of
this cell is at the boundary, not only the present face"	repos/dealii/source/fe/mapping_q.cc
"depending on the results above, decide whether the Q1 mapping or
the Qp mapping needs to handle this cell"	repos/dealii/source/fe/mapping_q.cc
"convert data object to internal data for this class. fails with an
exception if that is not possible"	repos/dealii/source/fe/mapping_q.cc
"check whether this cell needs the full mapping or can be treated by a
reduced Q1 mapping, e.g. if the cell is entirely in the interior of the
domain. note that it is not sufficient to ask whether the present _face_
is in the interior, as the mapping on the face depends on the mapping of
the cell, which in turn depends on the fact whether _any_ of the faces of
this cell is at the boundary, not only the present face"	repos/dealii/source/fe/mapping_q.cc
"depending on the results above, decide whether the Q1 mapping or
the Qp mapping needs to handle this cell"	repos/dealii/source/fe/mapping_q.cc
check whether we should in fact work on the Q1 portion of it	repos/dealii/source/fe/mapping_q.cc
otherwise use the full mapping	repos/dealii/source/fe/mapping_q.cc
check whether we should in fact work on the Q1 portion of it	repos/dealii/source/fe/mapping_q.cc
otherwise use the full mapping	repos/dealii/source/fe/mapping_q.cc
check whether we should in fact work on the Q1 portion of it	repos/dealii/source/fe/mapping_q.cc
otherwise use the full mapping	repos/dealii/source/fe/mapping_q.cc
check whether we should in fact work on the Q1 portion of it	repos/dealii/source/fe/mapping_q.cc
otherwise use the full mapping	repos/dealii/source/fe/mapping_q.cc
check whether we should in fact work on the Q1 portion of it	repos/dealii/source/fe/mapping_q.cc
otherwise use the full mapping	repos/dealii/source/fe/mapping_q.cc
"first see, whether we want to use a linear or a higher order
mapping, then either use our own facilities or that of the Q1
mapping we store"	repos/dealii/source/fe/mapping_q.cc
explicit instantiations	repos/dealii/source/fe/mapping_q.cc
"separate implementation for 1D because otherwise we get linker errors since
(hp::)FEFaceValues<1> is not compiled"	repos/dealii/source/numerics/vector_tools_rhs.cc
namespace VectorTools	repos/dealii/source/numerics/vector_tools_rhs.cc
---------------------------- explicit instantiations --------------------	repos/dealii/source/numerics/vector_tools_rhs.cc
"use class dealii::DoFHandler instead
of namespace internal::DoFHandler in
the following"	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * We'll use this constant to mark unnumbered degrees of freedom
         * during their enumeration in multiple parts of the code.
         * This constant is necessary to distinguish between valid and
         * invalid degrees of freedom."	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Update the cache used for cell dof indices on all (non-artificial)
         * active cells of the given DoFHandler."	repos/dealii/source/dofs/dof_handler_policy.cc
"parallelize filling all of the cell caches. by using
WorkStream, we make sure that we only run through the
range of iterators once, whereas a parallel_for loop
for example has to split the range multiple times,
which is expensive because cell iterators are not
random access iterators with a cheap operator-"	repos/dealii/source/dofs/dof_handler_policy.cc
copier	repos/dealii/source/dofs/dof_handler_policy.cc
scratch_data	repos/dealii/source/dofs/dof_handler_policy.cc
copy_data	repos/dealii/source/dofs/dof_handler_policy.cc
chunk_size =	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Update the cache used for cell dof indices on all (non-artificial)
         * level (multigrid) cells of the given DoFHandler."	repos/dealii/source/dofs/dof_handler_policy.cc
"parallelize filling all of the cell caches. by using
WorkStream, we make sure that we only run through the
range of iterators once, whereas a parallel_for loop
for example has to split the range multiple times,
which is expensive because cell iterators are not
random access iterators with a cheap operator-"	repos/dealii/source/dofs/dof_handler_policy.cc
copier	repos/dealii/source/dofs/dof_handler_policy.cc
scratch_data	repos/dealii/source/dofs/dof_handler_policy.cc
copy_data	repos/dealii/source/dofs/dof_handler_policy.cc
chunk_size =	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Make sure that the given @p identities pointer points to a
         * valid array. If the pointer is zero beforehand, create an
         * entry with the correct data. If it is nonzero, don't touch
         * it.
         *
         * @p structdim denotes the dimension of the objects on which
         * identities are to be represented, i.e. zero for vertices,
         * one for lines, etc."	repos/dealii/source/dofs/dof_handler_policy.cc
"see if we need to fill this entry, or whether it already
exists"	repos/dealii/source/dofs/dof_handler_policy.cc
"double check whether the newly created entries make
any sense at all"	repos/dealii/source/dofs/dof_handler_policy.cc
namespace	repos/dealii/source/dofs/dof_handler_policy.cc
-------------- distribute_dofs functionality -------------	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Distribute dofs on the given cell, with new dofs starting with index
         * @p next_free_dof. Return the next unused index number.
         *
         * This function is refactored from the main @p distribute_dofs function since
         * it can not be implemented dimension independent."	repos/dealii/source/dofs/dof_handler_policy.cc
distribute dofs of vertices	repos/dealii/source/dofs/dof_handler_policy.cc
dofs of line	repos/dealii/source/dofs/dof_handler_policy.cc
number dofs on vertices	repos/dealii/source/dofs/dof_handler_policy.cc
"check whether dofs for this vertex have been distributed
(checking the first dof should be good enough)"	repos/dealii/source/dofs/dof_handler_policy.cc
for the four sides	repos/dealii/source/dofs/dof_handler_policy.cc
"distribute dofs if necessary: check whether line dof is
already numbered (checking the first dof should be good
enough)"	repos/dealii/source/dofs/dof_handler_policy.cc
if not: distribute dofs	repos/dealii/source/dofs/dof_handler_policy.cc
dofs of quad	repos/dealii/source/dofs/dof_handler_policy.cc
number dofs on vertices	repos/dealii/source/dofs/dof_handler_policy.cc
"check whether dofs for this vertex have been distributed
(checking the first dof should be good enough)"	repos/dealii/source/dofs/dof_handler_policy.cc
for the lines	repos/dealii/source/dofs/dof_handler_policy.cc
"distribute dofs if necessary: check whether line dof is
already numbered (checking the first dof should be good
enough)"	repos/dealii/source/dofs/dof_handler_policy.cc
if not: distribute dofs	repos/dealii/source/dofs/dof_handler_policy.cc
for the quads	repos/dealii/source/dofs/dof_handler_policy.cc
"distribute dofs if necessary: check whether line dof is
already numbered (checking the first dof should be good
enough)"	repos/dealii/source/dofs/dof_handler_policy.cc
if not: distribute dofs	repos/dealii/source/dofs/dof_handler_policy.cc
dofs of hex	repos/dealii/source/dofs/dof_handler_policy.cc
same for the hp::DoFHandler	repos/dealii/source/dofs/dof_handler_policy.cc
"number dofs on vertices. to do so, check whether dofs for
this vertex have been distributed and for the present fe
(only check the first dof), and if this isn't the case
distribute new ones there"	repos/dealii/source/dofs/dof_handler_policy.cc
finally for the line. this one shouldn't be numbered yet	repos/dealii/source/dofs/dof_handler_policy.cc
note that this cell has been processed	repos/dealii/source/dofs/dof_handler_policy.cc
"number dofs on vertices. to do so, check whether dofs for
this vertex have been distributed and for the present fe
(only check the first dof), and if this isn't the case
distribute new ones there"	repos/dealii/source/dofs/dof_handler_policy.cc
"next the sides. do the same as above: check whether the
line is already numbered for the present fe_index, and if
not do it"	repos/dealii/source/dofs/dof_handler_policy.cc
finally for the quad. this one shouldn't be numbered yet	repos/dealii/source/dofs/dof_handler_policy.cc
note that this cell has been processed	repos/dealii/source/dofs/dof_handler_policy.cc
"number dofs on vertices. to do so, check whether dofs for
this vertex have been distributed and for the present fe
(only check the first dof), and if this isn't the case
distribute new ones there"	repos/dealii/source/dofs/dof_handler_policy.cc
"next the eight lines. do the same as above: check whether
the line is already numbered for the present fe_index,
and if not do it"	repos/dealii/source/dofs/dof_handler_policy.cc
same for quads	repos/dealii/source/dofs/dof_handler_policy.cc
"finally for the hex. this one shouldn't be numbered yet
because there is no other cell from which we could already
have gotten to numbering anything on this hex (=cell)"	repos/dealii/source/dofs/dof_handler_policy.cc
note that this cell has been processed	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Compute identities between DoFs located on vertices. Called from
         * distribute_dofs()."	repos/dealii/source/dofs/dof_handler_policy.cc
"Note: we may wish to have something here similar to what
we do for lines and quads, namely that we only identify
dofs for any fe towards the most dominating one. however,
it is not clear whether this is actually necessary for
vertices at all, I can't think of a finite element that
would make that necessary..."	repos/dealii/source/dofs/dof_handler_policy.cc
loop over all vertices and see which one we need to work on	repos/dealii/source/dofs/dof_handler_policy.cc
"find out which is the most dominating finite
element of the ones that are used on this vertex"	repos/dealii/source/dofs/dof_handler_policy.cc
codim=	repos/dealii/source/dofs/dof_handler_policy.cc
"if we haven't found a dominating finite element,
choose the very first one to be dominant"	repos/dealii/source/dofs/dof_handler_policy.cc
"loop over the indices of all the finite
elements that are not dominating, and
identify their dofs to the most dominating
one"	repos/dealii/source/dofs/dof_handler_policy.cc
"make sure the entry in the equivalence
table exists"	repos/dealii/source/dofs/dof_handler_policy.cc
"then loop through the identities we
have. first get the global numbers of the
dofs we want to identify and make sure they
are not yet constrained to anything else,
except for to each other. use the rule that
we will always constrain the dof with the
higher fe index to the one with the lower,
to avoid circular reasoning."	repos/dealii/source/dofs/dof_handler_policy.cc
"on subdomain boundaries, we will
encounter invalid DoFs on ghost cells,
for which we have not yet distributed
valid indices. depending on which finte
element is dominating the other on this
interface, we either have to constrain
the valid to the invalid indices, or vice
versa.

we only store an identity if we are about
to overwrite a valid DoF. we will skip
constraining invalid DoFs for now, and
consider them later in Phase 5."	repos/dealii/source/dofs/dof_handler_policy.cc
"if the DoF indices of both elements
are already distributed, i.e., both
of these 'fe_indices' are associated
with a locally owned cell, then we
should either not have a dof_identity
yet, or it must come out here to be
exactly as we had computed before"	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Compute identities between DoFs located on lines. Called from
         * distribute_dofs()."	repos/dealii/source/dofs/dof_handler_policy.cc
"we will mark lines that we have already treated, so first save and
clear the user flags on lines and later restore them"	repos/dealii/source/dofs/dof_handler_policy.cc
"An implementation of the algorithm described in the hp paper,
including the modification mentioned later in the ""complications in
3-d"" subsections

as explained there, we do something only if there are exactly 2
finite elements associated with an object. if there is only one,
then there is nothing to do anyway, and if there are 3 or more,
then we can get into trouble. note that this only happens for lines
in 3d and higher, and for quads only in 4d and higher, so this
isn't a particularly frequent case

there is one case, however, that we would like to handle (see, for
example, the hp/crash_15 testcase): if we have
FESystem(FE_Q(2),FE_DGQ(i)) elements for a bunch of values 'i',
then we should be able to handle this because we can simply unify
*all* dofs, not only a some. so what we do is to first treat all
pairs of finite elements that have *identical* dofs, and then only
deal with those that are not identical of which we can handle at
most 2"	repos/dealii/source/dofs/dof_handler_policy.cc
"do a first loop over all sets of dofs and do identity
uniquification"	repos/dealii/source/dofs/dof_handler_policy.cc
"as described in the hp paper, we only unify on lines
when there are at most two different FE objects
assigned on it.
however, more than two 'active_fe_indices' can be
attached that still fulfill the above criterion,
i.e. when two different FiniteElement objects are
assigned to neighboring cells that map their degrees
of freedom one-to-one.
we cannot verify with certainty if two dofs each of
separate FiniteElement objects actually map
one-to-one. however, checking for the number of
'dofs_per_line' turned out to be a reasonable
approach, that also works for e.g. two different
FE_Q objects of the same order, from which one is
enhanced by a bubble function that is zero on the
boundary."	repos/dealii/source/dofs/dof_handler_policy.cc
the number of dofs per line is identical	repos/dealii/source/dofs/dof_handler_policy.cc
"see if these sets of dofs are identical. the
first condition for this is that indeed there are
n identities"	repos/dealii/source/dofs/dof_handler_policy.cc
not an identity	repos/dealii/source/dofs/dof_handler_policy.cc
"The line dofs (i.e., the ones interior to
a line) of these two finite elements are
identical. Note that there could be
situations when one element still
dominates another, e.g.: FE_Q(2) x
FE_Nothing(dominate) vs FE_Q(2) x FE_Q(1)"	repos/dealii/source/dofs/dof_handler_policy.cc
"determine which one of both finite
elements is the dominating one."	repos/dealii/source/dofs/dof_handler_policy.cc
codim=	repos/dealii/source/dofs/dof_handler_policy.cc
"if we haven't found a dominating
finite element, choose the one with
the lower index to be dominating"	repos/dealii/source/dofs/dof_handler_policy.cc
"on subdomain boundaries, we will
encounter invalid DoFs on ghost
cells, for which we have not yet
distributed valid indices. depending
on which finte element is dominating
the other on this interface, we
either have to constrain the valid to
the invalid indices, or vice versa.

we only store an identity if we are
about to overwrite a valid DoF. we
will skip constraining invalid DoFs
for now, and consider them later in
Phase 5."	repos/dealii/source/dofs/dof_handler_policy.cc
"if master dof was already
constrained, constrain to
that one, otherwise constrain
slave to master"	repos/dealii/source/dofs/dof_handler_policy.cc
"if the DoF indices of
both elements are already
distributed, i.e., both
of these 'fe_indices' are
associated with a locally
owned cell, then we
should either not have a
dof_identity yet, or it
must come out here to be
exactly as we had
computed before"	repos/dealii/source/dofs/dof_handler_policy.cc
"see comment above for an
explanation of this
assertion"	repos/dealii/source/dofs/dof_handler_policy.cc
"set slave_dof to
master_dof_index, which is
invalid"	repos/dealii/source/dofs/dof_handler_policy.cc
"if at this point, there is only one unique set of dofs
left, then we have taken care of everything above. if there
are two, then we need to deal with them here. if there are
more, then we punt, as described in the paper (and
mentioned above)
TODO: The check for 'dim==2' was inserted by intuition. It
fixes
the previous problems with step-27 in 3D. But an
explanation for this is still required, and what we do here
is not what we describe in the paper!."	repos/dealii/source/dofs/dof_handler_policy.cc
"find out which is the most dominating finite element of
the ones that are used on this line"	repos/dealii/source/dofs/dof_handler_policy.cc
codim=	repos/dealii/source/dofs/dof_handler_policy.cc
"if we found the most dominating element, then use this
to eliminate some of the degrees of freedom by
identification. otherwise, the code that computes
hanging node constraints will have to deal with it by
computing appropriate constraints along this face/edge"	repos/dealii/source/dofs/dof_handler_policy.cc
"loop over the indices of all the finite elements
that are not dominating, and identify their dofs to
the most dominating one"	repos/dealii/source/dofs/dof_handler_policy.cc
"on subdomain boundaries, we will
encounter invalid DoFs on ghost cells,
for which we have not yet distributed
valid indices. depending on which finte
element is dominating the other on this
interface, we either have to constrain
the valid to the invalid indices, or vice
versa.

we only store an identity if we are about
to overwrite a valid DoF. we will skip
constraining invalid DoFs for now, and
consider them later in Phase 5."	repos/dealii/source/dofs/dof_handler_policy.cc
"if the DoF indices of both elements
are already distributed, i.e., both
of these 'fe_indices' are associated
with a locally owned cell, then we
should either not have a dof_identity
yet, or it must come out here to be
exactly as we had computed before"	repos/dealii/source/dofs/dof_handler_policy.cc
finally restore the user flags	repos/dealii/source/dofs/dof_handler_policy.cc
"*
         * Compute identities between DoFs located on quads. Called from
         * distribute_dofs()."	repos/dealii/source/dofs/dof_handler_policy.cc
"this function should only be called for dim<3 where there are
no quad dof identies. for dim==3, the specialization below should
take care of it"	repos/dealii/source/dofs/dof_handler_policy.cc
